year,date,location,in_Cameron,did_win,team,opp,result,pts,pos,to,to_percent,fgm,fga,fg_percent,ftm,fta,ft_percent,pf,biggest_lead,biggest_run,game_id,type,conf,opp_conf,avg_marg,opp_avg_marg,adj_o,adj_d,off_ppp,off_efg,off_to,off_or,off_ftr,def_ppp,def_efg,def_to,def_or,def_ftr,game_score,season,tempo,coach,opp_coach
2017,2/19/2017,A,0,0,Syracuse,Georgia Tech,"L, 71-65",65,69,13,0.188405797,25,70,0.357142857,7,12,0.583333333,21,NA,NA,SyracuseGeorgia Tech2-19,conf,ACC,ACC,-2.43173,0.797365,109.2,104.2,93.4,41.4,18.7,43.2,17.1,102,50.9,21.6,33.3,40,63.2,2017,69.6,Jim Boeheim,Josh Pastner
2017,2/18/2017,A,0,0,Clemson,Miami FL,"L, 71-65",65,60,7,0.116666667,27,59,0.457627119,8,15,0.533333333,13,NA,NA,ClemsonMiami FL2-18,conf,ACC,ACC,-2.65276,0.90994,122.9,108.3,108.1,48.3,11.6,36.1,25.4,118,55.4,11.6,28.1,23.2,81,2017,60.2,Brad Brownell,Jim Larranaga
2017,2/18/2017,A,0,1,Notre Dame,North Carolina St.,"W, 81-72",81,65,9,0.138461538,29,58,0.5,10,12,0.833333333,12,NA,NA,Notre DameNorth Carolina St.2-18,conf,ACC,ACC,10.0323,0.737068,126.9,97.8,123.8,61.2,13.8,25.8,20.7,110,54.3,18.3,33.3,22.4,95.3,2017,65.4,Mike Brey,Mark Gottfried
2017,2/18/2017,A,1,0,Wake Forest,Duke,"L, 99-94",94,67,4,0.059701493,35,69,0.507246377,19,23,0.826086957,20,NA,NA,Wake ForestDuke2-18,conf,ACC,ACC,-2.92947,0.958699,152.8,122.2,138.7,54.3,5.9,41.7,33.3,146.1,69.7,10.3,33.3,26.2,92.8,2017,67.8,Danny Manning,Mike Krzyzewski
2017,2/18/2017,A,0,0,Virginia Tech,Louisville,"L, 94-90",90,61,9,0.147540984,29,49,0.591836735,15,19,0.789473684,16,NA,NA,Virginia TechLouisville2-18,conf,ACC,ACC,-3.40058,0.960757,167.2,133.4,146.2,76.5,14.6,26.1,38.8,152.7,60.3,4.9,45.7,22.1,93,2017,61.6,Buzz Williams,Rick Pitino
2017,2/18/2017,A,0,0,Florida St.,Pittsburgh,"L, 80-66",66,62,9,0.14516129,26,57,0.456140351,9,15,0.6,21,NA,NA,Florida St.Pittsburgh2-18,conf,ACC,ACC,-3.66536,0.827217,112.9,112.4,105.1,50,14.3,30.3,26.3,127.4,60.8,12.7,25,43.1,51.3,2017,62.8,Leonard Hamilton,Kevin Stallings
2017,2/18/2017,A,0,0,Virginia,North Carolina,"L, 65-41",41,60,6,0.1,15,54,0.277777778,9,12,0.75,14,NA,NA,VirginiaNorth Carolina2-18,conf,ACC,ACC,-9.38126,0.971899,82.5,87.5,67.8,29.6,9.9,12.8,22.2,107.4,52.6,14.9,32.3,12.1,33.7,2017,60.5,Tony Bennett,Roy Williams
2017,2/15/2017,A,0,0,Georgia Tech,Miami FL,"L, 70-61",61,63,12,0.19047619,25,52,0.480769231,2,3,0.666666667,18,NA,NA,Georgia TechMiami FL2-15,conf,ACC,ACC,-3.55598,0.90994,110.7,101.1,96.6,56.7,19,7.1,5.8,110.9,63.2,26.9,25,71.1,73.9,2017,63.1,Josh Pastner,Jim Larranaga
2017,2/15/2017,A,0,1,North Carolina,North Carolina St.,"W, 97-73",97,71,11,0.154929577,42,75,0.56,6,8,0.75,18,NA,NA,North CarolinaNorth Carolina St.2-15,conf,ACC,ACC,12.5454,0.737068,134.1,94.4,135.5,60.7,15.4,52.9,10.7,102,51.9,23.7,28.1,46.2,98.3,2017,71.6,Roy Williams,Mark Gottfried
2017,2/15/2017,A,0,1,Duke,Virginia,"W, 65-55",65,57,11,0.192982456,19,42,0.452380952,18,20,0.9,12,NA,NA,DukeVirginia2-15,conf,ACC,ACC,1.27269,0.961534,131.8,90.7,112.7,56,19.1,20,47.6,95.4,41.2,15.6,34.3,14,98.7,2017,57.7,Mike Krzyzewski,Tony Bennett
2017,2/14/2017,A,0,1,Notre Dame,Boston College,"W, 84-76",84,72,9,0.125,27,62,0.435483871,19,21,0.904761905,16,NA,NA,Notre DameBoston College2-14,conf,ACC,ACC,-3.23756,0.638371,115.8,107.3,116.3,52.4,12.5,25,33.9,105.2,54.7,19.4,17.2,41.5,70.6,2017,72.2,Mike Brey,Jim Christian
2017,2/14/2017,A,0,1,Virginia Tech,Pittsburgh,"W, 66-63",66,61,8,0.131147541,22,55,0.4,12,15,0.8,10,NA,NA,Virginia TechPittsburgh2-14,conf,ACC,ACC,-6.44833,0.827217,108.1,96.6,107.8,49.1,13.1,22.2,27.3,102.9,50,21.2,41.7,8.3,78.4,2017,61.2,Buzz Williams,Kevin Stallings
2017,2/14/2017,A,0,0,Wake Forest,Clemson,"L, 95-83",83,79,18,0.227848101,33,65,0.507692308,12,14,0.857142857,29,NA,NA,Wake ForestClemson2-14,conf,ACC,ACC,-8.97798,0.890067,109.9,106.6,104.2,54.6,22.6,29.4,21.5,119.3,59.6,12.6,13.3,61.4,58.6,2017,79.6,Danny Manning,Brad Brownell
2017,2/13/2017,A,0,1,Louisville,Syracuse,"W, 76-72",76,76,15,0.197368421,26,62,0.419354839,16,30,0.533333333,16,NA,NA,LouisvilleSyracuse2-13,conf,ACC,ACC,4.03852,0.87843,104.6,81.8,99.1,48.4,19.6,34.9,48.4,93.9,46.2,19.6,24.4,23.1,94.4,2017,68.2,Rick Pitino,Jim Boeheim
2017,2/12/2017,A,0,0,Virginia,Virginia Tech,"L, 80-78",78,79,10,0.126582278,28,66,0.424242424,14,24,0.583333333,20,NA,NA,VirginiaVirginia Tech2-12,conf,ACC,ACC,4.09406,0.879234,102.1,84.9,97.7,48.5,12.5,20.9,36.4,100.2,50.8,21.3,19.4,44.1,89.3,2017,63.9,Tony Bennett,Buzz Williams
2017,2/11/2017,A,0,0,North Carolina St.,Wake Forest,"L, 88-58",58,73,13,0.178082192,22,62,0.35483871,12,17,0.705882353,18,NA,NA,North Carolina St.Wake Forest2-11,conf,ACC,ACC,-14.1614,0.912045,83.9,98.5,79.4,37.1,17.8,20.9,27.4,120.4,63.1,10.9,16.7,27.9,13.7,2017,73.1,Mark Gottfried,Danny Manning
2017,2/11/2017,A,1,0,Clemson,Duke,"L, 64-62",62,62,7,0.112903226,22,58,0.379310345,16,20,0.8,17,NA,NA,ClemsonDuke2-11,conf,ACC,ACC,-5.47792,0.958699,105.3,87.9,98.7,39.7,11.1,27.5,34.5,101.9,53,15.9,15.6,30,88.9,2017,62.8,Brad Brownell,Mike Krzyzewski
2017,2/11/2017,A,0,0,Syracuse,Pittsburgh,"L, 80-75",75,69,10,0.144927536,26,60,0.433333333,17,21,0.80952381,19,NA,NA,SyracusePittsburgh2-11,conf,ACC,ACC,-4.62179,0.827217,111.6,105.8,108.4,48.3,14.5,25.7,35,115.6,55.6,24.6,48.4,44.4,64.9,2017,69.2,Jim Boeheim,Kevin Stallings
2017,2/11/2017,A,0,0,Miami FL,Louisville,"L, 71-66",66,60,8,0.133333333,23,52,0.442307692,15,21,0.714285714,17,NA,NA,Miami FLLouisville2-11,conf,ACC,ACC,5.0296,0.960757,130.7,98.9,109.6,49,13.3,31.2,40.4,117.9,49.1,14.9,38.9,35.7,96.1,2017,60.2,Jim Larranaga,Rick Pitino
2017,2/11/2017,A,0,0,Boston College,Georgia Tech,"L, 65-54",54,78,14,0.179487179,22,67,0.328358209,6,12,0.5,16,NA,NA,Boston CollegeGeorgia Tech2-11,conf,ACC,ACC,2.95302,0.797365,84.8,80,68.5,35.8,17.8,16.3,17.9,82.4,43.2,17.8,10.5,35.6,66.1,2017,78.8,Jim Christian,Josh Pastner
2017,2/11/2017,A,0,0,Florida St.,Notre Dame,"L, 84-72",72,75,9,0.12,31,66,0.46969697,7,22,0.318181818,19,NA,NA,Florida St.Notre Dame2-11,conf,ACC,ACC,-8.72484,0.94132,102.8,95.7,95.1,49.2,11.9,20.9,33.3,110.9,55.1,17.2,21.9,35.6,69.4,2017,75.7,Leonard Hamilton,Mike Brey
2017,2/9/2017,A,1,0,North Carolina,Duke,"L, 86-78",78,67,5,0.074626866,32,61,0.524590164,10,18,0.555555556,15,NA,NA,North CarolinaDuke2-9,conf,ACC,ACC,-0.485595,0.958699,130.3,104.1,115.4,55.7,7.4,22.6,29.5,127.3,64,14.8,23.3,28.1,92.9,2017,67.6,Roy Williams,Mike Krzyzewski
2017,2/8/2017,A,0,1,Pittsburgh,Boston College,"W, 83-72",83,64,9,0.140625,26,50,0.52,24,29,0.827586207,14,NA,NA,PittsburghBoston College2-8,conf,ACC,ACC,2.63789,0.638371,130.4,112.9,129.3,59,14,32.1,58,112.1,58.2,14,19.4,25.5,84,2017,64.2,Kevin Stallings,Jim Christian
2017,2/8/2017,A,0,0,North Carolina St.,Florida St.,"L, 95-71",71,70,11,0.157142857,28,60,0.466666667,10,17,0.588235294,23,NA,NA,North Carolina St.Florida St.2-8,conf,ACC,ACC,-14.7241,0.926513,110.6,118.8,100.1,50.8,15.5,22.2,28.3,134,53.6,9.9,55.3,44.3,30.5,2017,70.9,Mark Gottfried,Leonard Hamilton
2017,2/8/2017,A,0,0,Virginia Tech,Miami FL,"L, 74-68",68,69,15,0.217391304,22,46,0.47826087,20,25,0.8,15,NA,NA,Virginia TechMiami FL2-8,conf,ACC,ACC,-4.12425,0.90994,110.1,98.6,97.8,52.2,21.6,15.4,54.3,106.4,50.8,14.4,26.3,20.3,78.1,2017,69.5,Buzz Williams,Jim Larranaga
2017,2/7/2017,A,0,0,Wake Forest,Notre Dame,"L, 88-81",81,70,9,0.128571429,28,70,0.4,17,21,0.80952381,18,NA,NA,Wake ForestNotre Dame2-7,conf,ACC,ACC,-0.0147679,0.94132,128.3,104.6,114.9,45.7,12.8,37.8,30,124.9,60.2,9.9,21.2,35.6,91.3,2017,70.5,Danny Manning,Mike Brey
2017,2/7/2017,A,0,1,Syracuse,Clemson,"W, 82-81",82,65,13,0.2,29,57,0.50877193,14,17,0.823529412,16,NA,NA,SyracuseClemson2-7,conf,ACC,ACC,-3.95949,0.890067,132.1,112,126,59.6,20,40,29.8,124.5,62,12.3,22.2,31.5,87,2017,65.1,Jim Boeheim,Brad Brownell
2017,2/6/2017,A,0,0,Louisville,Virginia,"L, 71-55",55,60,5,0.083333333,20,54,0.37037037,10,15,0.666666667,15,NA,NA,LouisvilleVirginia2-6,conf,ACC,ACC,-3.68421,0.961534,114.8,102.6,90.4,41.7,8.2,17.1,27.8,116.8,56.4,23,40.9,42.6,78.5,2017,60.8,Rick Pitino,Tony Bennett
2017,2/5/2017,A,0,0,Clemson,Florida St.,"L, 109-61",61,73,22,0.301369863,21,56,0.375,11,19,0.578947368,15,NA,NA,ClemsonFlorida St.2-5,conf,ACC,ACC,-17.0764,0.926513,100.1,125,83.1,44.6,30,40.5,33.9,148.6,79.8,19.1,31.8,19.4,7.3,2017,73.4,Brad Brownell,Leonard Hamilton
2017,2/5/2017,A,0,0,Notre Dame,North Carolina,"L, 83-76",76,67,9,0.134328358,25,56,0.446428571,17,20,0.85,21,NA,NA,Notre DameNorth Carolina2-5,conf,ACC,ACC,-6.31445,0.971899,127.2,104.5,111.9,52.7,13.3,20.6,35.7,122.2,54.1,16.2,48.6,45.9,90.6,2017,67.9,Mike Brey,Roy Williams
2017,2/4/2017,A,0,0,Virginia,Syracuse,"L, 66-62",62,59,15,0.254237288,24,50,0.48,2,5,0.4,15,NA,NA,VirginiaSyracuse2-4,conf,ACC,ACC,1.93088,0.87843,110.8,94.7,103.4,60,25,26.9,10,110.1,63.1,20,19,47.6,85.9,2017,59.9,Tony Bennett,Jim Boeheim
2017,2/4/2017,A,1,0,Pittsburgh,Duke,"L, 72-64",64,61,13,0.213114754,26,51,0.509803922,10,16,0.625,15,NA,NA,PittsburghDuke2-4,conf,ACC,ACC,-1.80675,0.958699,117.7,96.7,104.7,52.9,21.3,36,31.4,117.8,55.5,13.1,33.3,25.5,90.6,2017,61.1,Kevin Stallings,Mike Krzyzewski
2017,2/4/2017,A,0,1,Louisville,Boston College,"W, 90-67",90,71,9,0.126760563,34,59,0.576271186,16,19,0.842105263,18,NA,NA,LouisvilleBoston College2-4,conf,ACC,ACC,9.79507,0.638371,127.8,95.2,126.6,62.7,12.7,19.2,32.2,94.2,52.7,19.7,15.6,23.6,96.7,2017,71.1,Rick Pitino,Jim Christian
2017,2/4/2017,A,0,0,Georgia Tech,Wake Forest,"L, 81-69",69,72,13,0.180555556,20,56,0.357142857,21,28,0.75,22,NA,NA,Georgia TechWake Forest2-4,conf,ACC,ACC,-6.15129,0.912045,98.4,93,95.4,42.9,18,23.7,50,112,53.6,18,28.1,42.9,65.9,2017,72.3,Josh Pastner,Danny Manning
2017,2/4/2017,A,0,1,Miami FL,North Carolina St.,"W, 84-79",84,62,11,0.177419355,31,62,0.5,11,14,0.785714286,12,NA,NA,Miami FLNorth Carolina St.2-4,conf,ACC,ACC,-2.31863,0.737068,131.7,118.6,134.7,58.9,17.6,51.5,22.6,126.7,67.7,17.6,20.8,35.4,76.9,2017,62.4,Jim Larranaga,Mark Gottfried
2017,2/1/2017,A,0,0,Georgia Tech,Clemson,"L, 74-62",62,71,17,0.23943662,23,53,0.433962264,15,21,0.714285714,25,NA,NA,Georgia TechClemson2-1,conf,ACC,ACC,-6.99785,0.890067,93,92.1,87.2,44.3,23.9,23.5,39.6,104.1,49.1,15.5,27.8,59.3,52.7,2017,71.1,Josh Pastner,Brad Brownell
2017,2/1/2017,A,0,1,Syracuse,North Carolina St.,"W, 100-93",100,74,11,0.148648649,32,57,0.561403509,21,23,0.913043478,18,NA,NA,SyracuseNorth Carolina St.2-1,conf,ACC,ACC,-0.926296,0.737068,131.9,117.2,134.7,69.3,14.8,24,40.4,125.3,62.1,18.9,40,30.3,79.5,2017,66,Jim Boeheim,Mark Gottfried
2017,2/1/2017,A,0,1,Florida St.,Miami FL,"W, 75-57",75,57,9,0.157894737,27,52,0.519230769,14,15,0.933333333,19,NA,NA,Florida St.Miami FL2-1,conf,ACC,ACC,3.36426,0.90994,141.1,97.4,130.9,58.7,15.7,38.5,28.8,99.5,47.6,24.4,37,52.4,98.6,2017,57.3,Leonard Hamilton,Jim Larranaga
2017,2/1/2017,A,0,0,Virginia Tech,Virginia,"L, 71-48",48,62,14,0.225806452,15,42,0.357142857,15,20,0.75,19,NA,NA,Virginia TechVirginia2-1,conf,ACC,ACC,-11.9085,0.961534,95.2,102.9,77.1,39.3,22.5,10.3,47.6,114.1,50.9,14.5,36.7,38.9,29,2017,62.2,Buzz Williams,Tony Bennett
2017,1/31/2017,A,0,1,Wake Forest,Boston College,"W, 85-80",85,71,8,0.112676056,27,58,0.465517241,20,25,0.8,15,NA,NA,Wake ForestBoston College1-31,conf,ACC,ACC,1.87198,0.638371,121.4,110.2,118.4,56,11.1,20.6,43.1,111.5,54.7,15.3,23.7,21.9,75.3,2017,71.8,Danny Manning,Jim Christian
2017,1/31/2017,A,0,0,Pittsburgh,North Carolina,"L, 80-78",78,60,10,0.166666667,30,54,0.555555556,5,5,1,16,NA,NA,PittsburghNorth Carolina1-31,conf,ACC,ACC,-4.56417,0.971899,146.2,114.4,129.6,67.6,16.6,27.3,9.3,132.9,57.8,13.3,46.9,32.8,94.3,2017,60.2,Kevin Stallings,Roy Williams
2017,1/30/2017,A,0,1,Duke,Notre Dame,"W, 84-74",84,70,15,0.214285714,28,54,0.518518519,23,24,0.958333333,27,NA,NA,DukeNotre Dame1-30,conf,ACC,ACC,5.05628,0.94132,129.5,90.7,119.4,56.5,21.3,33.3,44.4,105.2,49.1,11.4,21.6,50,98.4,2017,70.3,Mike Krzyzewski,Mike Brey
2017,1/29/2017,A,0,0,North Carolina St.,Louisville,"L, 85-60",60,67,15,0.223880597,21,56,0.375,12,17,0.705882353,18,NA,NA,North Carolina St.Louisville1-29,conf,ACC,ACC,-12.5054,0.960757,104.9,108.6,89.4,42.9,22.4,31.6,30.4,126.7,60,14.9,31.2,25,40.1,2017,67.1,Mark Gottfried,Rick Pitino
2017,1/29/2017,A,0,0,Boston College,Virginia Tech,"L, 85-79",79,69,12,0.173913043,27,61,0.442622951,13,19,0.684210526,19,NA,NA,Boston CollegeVirginia Tech1-29,conf,ACC,ACC,-8.49267,0.879234,113.2,108.1,113.4,54.1,17.2,32.4,31.1,122.1,72.7,17.2,4.2,68.2,63,2017,69.6,Jim Christian,Buzz Williams
2017,1/28/2017,A,0,0,Notre Dame,Georgia Tech,"L, 62-60",60,63,11,0.174603175,23,57,0.403508772,7,11,0.636363636,12,NA,NA,Notre DameGeorgia Tech1-28,conf,ACC,ACC,-0.377083,0.797365,110.3,99.9,94.5,46.5,17.3,26.5,19.3,97.7,51.9,23.6,37.5,22.2,75.7,2017,63.5,Mike Brey,Josh Pastner
2017,1/28/2017,A,0,1,Clemson,Pittsburgh,"W, 67-60",67,58,9,0.155172414,27,52,0.519230769,7,11,0.636363636,16,NA,NA,ClemsonPittsburgh1-28,conf,ACC,ACC,2.81853,0.827217,118.1,94.3,114.8,57.7,15.4,27.6,21.2,102.8,40,12,31.7,36.4,93.1,2017,58.4,Brad Brownell,Kevin Stallings
2017,1/28/2017,A,0,0,Florida St.,Syracuse,"L, 82-72",72,71,15,0.211267606,23,60,0.383333333,17,26,0.653846154,21,NA,NA,Florida St.Syracuse1-28,conf,ACC,ACC,-5.68044,0.87843,105.9,101,101,45.8,21,39.5,43.3,115,50.9,22.4,42.1,51.7,63.2,2017,71.3,Leonard Hamilton,Jim Boeheim
2017,1/28/2017,A,0,0,North Carolina,Miami FL,"L, 77-62",62,70,14,0.2,21,60,0.35,13,19,0.684210526,25,NA,NA,North CarolinaMiami FL1-28,conf,ACC,ACC,-11.2099,0.90994,98.3,102.6,88.4,40.8,20,28.6,31.7,109.8,47.3,14.3,31.4,53.6,38.1,2017,70.1,Roy Williams,Jim Larranaga
2017,1/28/2017,A,0,1,Duke,Wake Forest,"W, 85-83",85,70,15,0.214285714,28,58,0.482758621,15,20,0.75,30,NA,NA,DukeWake Forest1-28,conf,ACC,ACC,-3.68614,0.912045,121.8,100.3,120.8,60.3,21.3,37.5,34.5,118,52.7,12.8,27.3,58.2,90.3,2017,70.3,Mike Krzyzewski,Danny Manning
2017,1/26/2017,A,0,0,Virginia Tech,North Carolina,"L, 91-72",72,65,10,0.153846154,26,51,0.509803922,11,18,0.611111111,13,NA,NA,Virginia TechNorth Carolina1-26,conf,ACC,ACC,-11.2142,0.971899,126.9,117.4,110.1,59.8,15.3,14.3,35.3,139.1,58.9,10.7,51.4,12.3,71.1,2017,65.4,Buzz Williams,Roy Williams
2017,1/25/2017,A,0,0,Florida St.,Georgia Tech,"L, 78-56",56,73,9,0.123287671,20,71,0.281690141,10,16,0.625,21,NA,NA,Florida St.Georgia Tech1-25,conf,ACC,ACC,-17.7393,0.797365,85.1,111.7,76,32.4,12.2,26.4,22.5,105.9,46.7,16.3,35.9,50.8,4.2,2017,73.7,Leonard Hamilton,Josh Pastner
2017,1/25/2017,A,0,0,Boston College,Miami FL,"L, 78-77",77,72,12,0.166666667,29,62,0.467741935,10,15,0.666666667,18,NA,NA,Boston CollegeMiami FL1-25,conf,ACC,ACC,-8.29417,0.90994,114.1,103.4,105.8,54,16.5,24.3,24.2,107.2,55.6,20.6,22.6,44.4,75.7,2017,72.8,Jim Christian,Jim Larranaga
2017,1/24/2017,A,0,1,Louisville,Pittsburgh,"W, 106-51",106,71,9,0.126760563,39,67,0.582089552,16,23,0.695652174,20,NA,NA,LouisvillePittsburgh1-24,conf,ACC,ACC,23.209,0.827217,146.6,70.3,147.6,67.2,12.5,43.8,34.3,71,28.4,18.1,19,60.8,100,2017,71.8,Rick Pitino,Kevin Stallings
2017,1/24/2017,A,0,1,Virginia,Notre Dame,"W, 71-54",71,62,11,0.177419355,25,54,0.462962963,12,14,0.857142857,17,NA,NA,VirginiaNotre Dame1-24,conf,ACC,ACC,3.92503,0.94132,118.1,77.5,112.9,54.6,17.5,33.3,25.9,85.9,44.8,15.9,6.7,35.4,99.2,2017,62.9,Tony Bennett,Mike Brey
2017,1/24/2017,A,0,0,Wake Forest,Syracuse,"L, 81-76",76,68,12,0.176470588,26,59,0.440677966,17,23,0.739130435,25,NA,NA,Wake ForestSyracuse1-24,conf,ACC,ACC,0.768676,0.87843,119.1,102.7,111.6,50,17.6,38.9,39,119,54.6,14.7,30.3,55.6,84.5,2017,68.1,Danny Manning,Jim Boeheim
2017,1/23/2017,A,1,1,North Carolina St.,Duke,"W, 84-82",84,74,10,0.135135135,29,57,0.50877193,20,30,0.666666667,19,NA,NA,North Carolina St.Duke1-23,conf,ACC,ACC,-3.58358,0.958699,121.9,93.5,112.6,56.1,13.4,20,52.6,109.9,53.1,14.7,26.3,32.8,95.5,2017,74.6,Mark Gottfried,Mike Krzyzewski
2017,1/22/2017,A,0,1,Virginia Tech,Clemson,"W, 82-81",82,68,12,0.176470588,29,53,0.547169811,16,17,0.941176471,10,NA,NA,Virginia TechClemson1-22,conf,ACC,ACC,2.505,0.890067,128.4,103.5,119.4,62.3,17.5,20,32.1,118,58.6,13.1,25,17.2,92.2,2017,68.7,Buzz Williams,Brad Brownell
2017,1/21/2017,A,0,1,North Carolina,Boston College,"W, 90-82",90,75,12,0.16,30,64,0.46875,24,29,0.827586207,11,NA,NA,North CarolinaBoston College1-21,conf,ACC,ACC,4.1037,0.638371,123.2,107.8,119.9,51.6,16,43.2,45.3,109.3,55.9,20,27,10.3,82.4,2017,75.1,Roy Williams,Jim Christian
2017,1/21/2017,A,0,0,Syracuse,Notre Dame,"L, 84-66",66,68,11,0.161764706,23,55,0.418181818,14,20,0.7,16,NA,NA,SyracuseNotre Dame1-21,conf,ACC,ACC,-10.48,0.94132,106.1,105.4,97,47.3,16.2,19.4,36.4,123.4,58.5,16.2,32.3,27.1,51.9,2017,68.1,Jim Boeheim,Mike Brey
2017,1/21/2017,A,0,0,Louisville,Florida St.,"L, 73-68",68,71,10,0.14084507,25,65,0.384615385,16,24,0.666666667,26,NA,NA,LouisvilleFlorida St.1-21,conf,ACC,ACC,-6.115,0.926513,102.6,91.9,94.8,40,13.9,34.9,36.9,101.7,40,9.8,30,60,78,2017,71.8,Rick Pitino,Leonard Hamilton
2017,1/21/2017,A,0,0,Georgia Tech,Virginia,"L, 62-49",49,59,13,0.220338983,19,42,0.452380952,7,12,0.583333333,15,NA,NA,Georgia TechVirginia1-21,conf,ACC,ACC,-8.56106,0.961534,99.2,95.9,82.5,50,21.9,7.4,28.6,104.4,51,18.5,24.1,35.4,59.8,2017,59.4,Josh Pastner,Tony Bennett
2017,1/21/2017,A,0,1,Wake Forest,North Carolina St.,"W, 93-88",93,80,11,0.1375,29,68,0.426470588,29,33,0.878787879,20,NA,NA,Wake ForestNorth Carolina St.1-21,conf,ACC,ACC,2.43231,0.737068,114.8,100,115.2,47.1,13.6,31,48.5,109,56.2,16.1,29.4,42.2,83.1,2017,80.8,Danny Manning,Mark Gottfried
2017,1/21/2017,A,1,0,Miami FL,Duke,"L, 70-58",58,67,18,0.268656716,22,55,0.4,7,15,0.466666667,18,NA,NA,Miami FLDuke1-21,conf,ACC,ACC,-0.299407,0.958699,100.4,83.5,86.5,46.4,26.9,30.8,27.3,104.4,51,14.9,22.6,44.2,89.3,2017,67,Jim Larranaga,Mike Krzyzewski
2017,1/19/2017,A,0,0,Clemson,Louisville,"L, 92-60",60,67,14,0.208955224,23,55,0.418181818,6,13,0.461538462,20,NA,NA,ClemsonLouisville1-19,conf,ACC,ACC,-5.65662,0.960757,113,110.7,89,49.1,20.8,21.1,23.6,136.5,63.3,16.3,46.9,25,55.8,2017,67.4,Brad Brownell,Rick Pitino
2017,1/18/2017,A,0,0,Notre Dame,Florida St.,"L, 83-80",80,75,18,0.24,27,58,0.465517241,11,15,0.733333333,20,NA,NA,Notre DameFlorida St.1-18,conf,ACC,ACC,-2.00083,0.926513,116.9,97.5,105.9,59.5,23.8,25.8,25.9,109.9,55.8,21.2,34.4,38.3,89,2017,75.5,Mike Brey,Leonard Hamilton
2017,1/18/2017,A,0,1,Virginia,Boston College,"W, 71-54",71,63,5,0.079365079,27,52,0.519230769,12,20,0.6,12,NA,NA,VirginiaBoston College1-18,conf,ACC,ACC,13.5867,0.638371,117,80.8,111.2,56.7,7.8,10,38.5,84.6,43.3,25.1,27.3,21.2,98.6,2017,63.9,Tony Bennett,Jim Christian
2017,1/18/2017,A,0,0,Miami FL,Wake Forest,"L, 96-79",79,71,9,0.126760563,26,60,0.433333333,19,25,0.76,26,NA,NA,Miami FLWake Forest1-18,conf,ACC,ACC,-12.7402,0.912045,112,113.8,110.8,50,12.6,27,41.7,134.7,66.3,12.6,20,63.5,45.4,2017,71.3,Jim Larranaga,Danny Manning
2017,1/18/2017,A,0,0,Georgia Tech,Virginia Tech,"L, 62-61",61,64,10,0.15625,23,51,0.450980392,9,15,0.6,15,NA,NA,Georgia TechVirginia Tech1-18,conf,ACC,ACC,0.601602,0.879234,97.2,82,94,51,15.4,16.7,29.4,95.6,45.5,20,27.3,29.1,87.6,2017,64.9,Josh Pastner,Buzz Williams
2017,1/17/2017,A,0,0,Pittsburgh,North Carolina St.,"L, 79-74",74,69,12,0.173913043,25,54,0.462962963,12,17,0.705882353,18,NA,NA,PittsburghNorth Carolina St.1-17,conf,ACC,ACC,-0.8175,0.737068,107.8,102.5,106.3,57.4,17.2,18.8,31.5,113.5,50,18.7,42.9,21.7,64.2,2017,69.6,Kevin Stallings,Mark Gottfried
2017,1/16/2017,A,0,0,Syracuse,North Carolina,"L, 85-68",68,67,13,0.194029851,26,59,0.440677966,6,7,0.857142857,13,NA,NA,SyracuseNorth Carolina1-16,conf,ACC,ACC,-7.44971,0.971899,117.7,104.4,100.4,52.5,19.2,18.8,11.9,125.5,56.6,13.3,50,22.1,79.9,2017,67.7,Jim Boeheim,Roy Williams
2017,1/15/2017,A,0,1,Georgia Tech,North Carolina St.,"W, 86-76",86,70,11,0.157142857,31,63,0.492063492,14,17,0.823529412,13,NA,NA,Georgia TechNorth Carolina St.1-15,conf,ACC,ACC,3.23216,0.737068,120.8,100.8,122.7,57.1,15.7,37.1,27,108.4,47.8,11.4,31,21.7,88.9,2017,70.1,Josh Pastner,Mark Gottfried
2017,1/14/2017,A,0,1,Miami FL,Pittsburgh,"W, 72-46",72,64,18,0.28125,30,54,0.555555556,2,3,0.666666667,14,NA,NA,Miami FLPittsburgh1-14,conf,ACC,ACC,10.0165,0.827217,112.4,68.8,112.3,64.8,28.1,34.8,5.6,71.7,38.7,21.8,21.6,15.1,99.6,2017,64.1,Jim Larranaga,Kevin Stallings
2017,1/14/2017,A,0,0,Duke,Louisville,"L, 78-69",69,70,18,0.257142857,22,47,0.468085106,20,28,0.714285714,23,NA,NA,DukeLouisville1-14,conf,ACC,ACC,-2.1553,0.960757,115.1,94.6,98,52.1,25.6,25,59.6,110.8,53.4,15.6,30.6,37.3,90.6,2017,70.4,Mike Krzyzewski,Rick Pitino
2017,1/14/2017,A,0,1,Virginia,Clemson,"W, 77-73",77,65,16,0.246153846,29,50,0.58,9,13,0.692307692,17,NA,NA,VirginiaClemson1-14,conf,ACC,ACC,1.29574,0.890067,124.4,99.7,117.8,68,24.5,30.4,26,111.6,56.2,16.8,28.1,28.6,92.7,2017,65.4,Tony Bennett,Brad Brownell
