year,date,location,in_Cameron,did_win,team,opp,result,pts,pos,to,to_percent,fgm,fga,fg_percent,ftm,fta,ft_percent,pf,biggest_lead,biggest_run,game_id,type,conf,opp_conf,avg_marg,opp_avg_marg,adj_o,adj_d,off_ppp,off_efg,off_to,off_or,off_ftr,def_ppp,def_efg,def_to,def_or,def_ftr,game_score,season,tempo,coach,opp_coach
2014,2/19/2014,A,0,1,Boston College,Syracuse,"W, 62-59",62,62,17,0.274193548,21,49,0.428571429,9,10,0.9,19,NA,NA,400502865,conf,ACC,ACC,-2.21556,0.937403,110.7,87,99.1,54.1,27.2,31,20.4,94.3,33.9,11.2,35.4,38.7,94.1,2014,55.6,Steve Donahue,Jim Boeheim
2014,2/19/2014,A,0,0,Notre Dame,Miami FL,"L, 71-64",64,57,6,0.105263158,24,60,0.4,3,6,0.5,17,NA,NA,400502866,conf,ACC,ACC,-9.32827,0.827909,116.1,120.2,111.9,50.8,10.5,32.4,10,124.1,57.3,21,44,37.5,40.1,2014,57.2,Mike Brey,Jim Larranaga
2014,2/18/2014,A,0,0,Wake Forest,Maryland,"L, 71-60",60,70,18,0.257142857,24,51,0.470588235,9,20,0.45,16,NA,NA,400502861,conf,ACC,ACC,-3.16082,0.865759,97.9,93.8,85,50,25.5,25.7,39.2,100.6,49.2,17,23.7,26.2,62.1,2014,70.6,Jeff Bzdelik,Mark Turgeon
2014,2/18/2014,A,0,0,North Carolina St.,Clemson,"L, 73-56",56,58,14,0.24137931,21,46,0.456521739,9,14,0.642857143,19,NA,NA,400502862,conf,ACC,ACC,-7.27072,0.855984,110.7,118.2,95.7,51.1,23.9,32.1,30.4,124.8,53.1,18.8,44.4,54.2,31.9,2014,58.5,Mark Gottfried,Brad Brownell
2014,2/18/2014,A,0,1,Duke,Georgia Tech,"W, 68-51",68,58,5,0.086206897,24,53,0.452830189,10,20,0.5,19,NA,NA,400502863,conf,ACC,ACC,13.3634,0.770064,129.4,83.4,117.2,54.7,8.6,26.5,37.7,87.9,42.4,22.4,32.3,39.1,99.4,2014,58,Mike Krzyzewski,Brian Gregory
2014,2/18/2014,A,0,1,Virginia,Virginia Tech,"W, 57-53",57,55,7,0.127272727,20,51,0.392156863,8,15,0.533333333,13,NA,NA,400502864,conf,ACC,ACC,-3.05417,0.608391,107.2,102.4,103.4,48,12.7,34.4,29.4,96.1,51.2,25.4,32,34.9,62.9,2014,55.1,Tony Bennett,James Johnson
2014,2/17/2014,A,0,1,North Carolina,Florida St.,"W, 81-75",81,68,9,0.132352941,33,64,0.515625,12,20,0.6,25,NA,NA,400502860,conf,ACC,ACC,-4.03917,0.870805,123.6,103.6,117.6,53.9,13.1,38.9,31.2,108.9,47.4,11.6,26.3,48.3,88.5,2014,68.9,Roy Williams,Leonard Hamilton
2014,2/16/2014,A,0,1,Notre Dame,Boston College,"W, 73-69",73,58,7,0.120689655,27,53,0.509433962,13,17,0.764705882,16,NA,NA,400502859,conf,ACC,ACC,2.71827,0.690599,120.5,105.9,124.7,56.6,12,34.5,32.1,117.9,50,12,33.3,39.6,81.6,2014,58.5,Mike Brey,Steve Donahue
2014,2/15/2014,A,0,1,Virginia,Clemson,"W, 63-58",63,52,9,0.173076923,23,48,0.479166667,12,18,0.666666667,14,NA,NA,400502853,conf,ACC,ACC,-1.01333,0.855984,131.2,109.1,119.4,53.1,17.1,44.8,37.5,109.9,47.6,9.5,16.7,50,89.3,2014,52.8,Tony Bennett,Brad Brownell
2014,2/15/2014,A,0,0,Pittsburgh,North Carolina,"L, 75-71",71,70,14,0.2,26,64,0.40625,15,23,0.652173913,22,NA,NA,400502854,conf,ACC,ACC,-2.25958,0.916483,112.2,96,100.1,43.8,19.7,41.5,35.9,105.8,49.2,18.3,41,41,85.7,2014,70.9,Jamie Dixon,Roy Williams
2014,2/15/2014,A,0,0,North Carolina St.,Syracuse,"L, 56-55",55,60,10,0.166666667,22,56,0.392857143,7,14,0.5,18,NA,NA,400502855,conf,ACC,ACC,0.383333,0.937403,104.4,82.9,90.8,42.9,16.5,32.4,25,92.5,37,14.9,34.2,40.7,93.4,2014,60.5,Mark Gottfried,Jim Boeheim
2014,2/15/2014,A,1,0,Maryland,Duke,"L, 69-67",67,68,14,0.205882353,26,62,0.419354839,12,19,0.631578947,25,NA,NA,400502856,conf,ACC,ACC,-4.35667,0.958148,102.7,84,97.7,44.4,20.4,41.5,30.6,100.6,38,16,31.6,63,91,2014,68.6,Mark Turgeon,Mike Krzyzewski
2014,2/15/2014,A,0,0,Miami FL,Virginia Tech,"L, 52-45",45,54,3,0.055555556,15,58,0.25862069,8,17,0.470588235,20,NA,NA,400502857,conf,ACC,ACC,-5.84645,0.608391,86.5,99.1,82.1,31.9,5.5,32.6,29.3,94.9,43.5,14.6,23.5,43.5,17.4,2014,54.8,Jim Larranaga,James Johnson
2014,2/15/2014,A,0,1,Florida St.,Wake Forest,"W, 67-60",67,64,15,0.234375,23,51,0.450980392,16,25,0.64,17,NA,NA,400502858,conf,ACC,ACC,-2.82461,0.717873,105.1,94.1,104.4,50,23.4,43.8,49,93.5,43.4,17.1,25,37.7,78.1,2014,64.2,Leonard Hamilton,Jeff Bzdelik
2014,2/13/2014,A,0,0,Boston College,Georgia Tech,"L, 74-71",71,57,5,0.087719298,27,53,0.509433962,8,12,0.666666667,16,NA,NA,400536994,conf,ACC,ACC,2.15526,0.770064,135.3,122.5,122.7,59.4,8.6,23.3,22.6,127.9,57.7,19,52,36.5,75.9,2014,57.9,Steve Donahue,Brian Gregory
2014,2/12/2014,A,0,1,Syracuse,Pittsburgh,"W, 58-56",58,53,8,0.150943396,18,42,0.428571429,16,19,0.842105263,16,NA,NA,400502850,conf,ACC,ACC,-2.84,0.945323,119.6,94,108.4,50,14.9,24,45.2,104.6,42,20.6,47.1,38,94.1,2014,53.5,Jim Boeheim,Jamie Dixon
2014,2/11/2014,A,0,0,Wake Forest,North Carolina St.,"L, 82-67",67,65,14,0.215384615,24,47,0.510638298,14,31,0.451612903,21,NA,NA,400502848,conf,ACC,ACC,-7.91726,0.851967,107.1,110.9,101.7,56.4,21.3,32.4,66,124.5,59.3,18.2,39.4,32.2,40.2,2014,65.9,Jeff Bzdelik,Mark Gottfried
2014,2/11/2014,A,0,0,Clemson,Notre Dame,"L, 68-64",64,67,8,0.119402985,24,70,0.342857143,9,13,0.692307692,18,NA,NA,400502849,conf,ACC,ACC,-2.74096,0.773123,96.1,92.2,95.4,39.3,11.9,37,18.6,101.3,44.2,17.9,38.9,31.7,61.8,2014,53.7,Brad Brownell,Mike Brey
2014,2/10/2014,A,0,0,Maryland,Virginia,"L, 61-53",53,57,10,0.175438596,21,52,0.403846154,5,8,0.625,19,NA,NA,400502846,conf,ACC,ACC,-1.6789,0.959471,111.7,92.8,91.9,46.2,17.3,27.6,15.4,105.7,51,10.4,23.3,31.4,89.4,2014,57.7,Mark Turgeon,Tony Bennett
2014,2/10/2014,A,0,1,Miami FL,Florida St.,"W, 77-73",77,61,7,0.114754098,23,48,0.479166667,24,33,0.727272727,16,NA,NA,400502847,conf,ACC,ACC,6.18417,0.870805,139.7,107.3,125.9,55.2,11.4,33.3,68.8,119.4,56.2,18,41.4,25,95.4,2014,61.2,Jim Larranaga,Leonard Hamilton
2014,2/9/2014,A,0,0,Clemson,Syracuse,"L, 57-44",44,48,13,0.270833333,14,41,0.341463415,11,15,0.733333333,10,NA,NA,400502845,conf,ACC,ACC,-5.51429,0.937403,105.6,103.5,90.3,40.2,26.7,44.8,36.6,117,48.1,10.3,41.9,13,55.8,2014,48.7,Brad Brownell,Jim Boeheim
2014,2/8/2014,A,0,1,North Carolina,Notre Dame,"W, 73-62",73,66,11,0.166666667,27,61,0.442622951,16,21,0.761904762,12,NA,NA,400502839,conf,ACC,ACC,2.90599,0.773123,107.7,86.5,109.2,46.7,16.5,40.5,34.4,92.7,50.9,25.4,31.2,18.2,92.5,2014,66.9,Roy Williams,Mike Brey
2014,2/8/2014,A,0,1,Virginia,Georgia Tech,"W, 64-45",64,59,10,0.169491525,21,53,0.396226415,17,19,0.894736842,14,NA,NA,400502840,conf,ACC,ACC,1.40241,0.770064,107.9,81.1,107.4,44.3,16.8,40.6,35.8,75.5,42.9,18.5,15.4,26.5,96.4,2014,59.6,Tony Bennett,Brian Gregory
2014,2/8/2014,A,0,0,Virginia Tech,Pittsburgh,"L, 62-57",57,65,20,0.307692308,17,53,0.320754717,16,20,0.8,22,NA,NA,400502841,conf,ACC,ACC,-0.686,0.945323,99.3,81.3,86.5,38.7,30.3,43.6,37.7,94.1,43.8,16.7,18.8,58.3,90.9,2014,52.7,James Johnson,Jamie Dixon
2014,2/8/2014,A,0,1,North Carolina St.,Miami FL,"W, 56-55",56,55,11,0.2,17,45,0.377777778,15,20,0.75,17,NA,NA,400502842,conf,ACC,ACC,3.87271,0.827909,112,91,101.4,45.6,19.9,36.7,44.4,99.6,38.2,19.9,43.6,45.1,91.6,2014,55.2,Mark Gottfried,Jim Larranaga
2014,2/8/2014,A,0,0,Florida St.,Maryland,"L, 83-71",71,68,16,0.235294118,24,63,0.380952381,18,22,0.818181818,20,NA,NA,400502843,conf,ACC,ACC,-10.2385,0.865759,113.7,117,103.4,42.1,23.3,46.5,34.9,120.8,61.5,18.9,30.8,44.2,41.9,2014,68.7,Leonard Hamilton,Mark Turgeon
2014,2/8/2014,A,0,1,Duke,Boston College,"W, 89-68",89,62,8,0.129032258,32,57,0.561403509,14,20,0.7,16,NA,NA,400502844,conf,ACC,ACC,6.49625,0.690599,134.1,102.8,143.5,65.8,12.9,42.9,35.1,109.7,55,14.5,21.9,40,95.5,2014,62,Mike Krzyzewski,Steve Donahue
2014,2/5/2014,A,0,0,Boston College,Virginia,"L, 77-67",67,64,7,0.109375,24,50,0.48,10,20,0.5,28,NA,NA,400502836,conf,ACC,ACC,-13.0641,0.959471,116.6,111.1,103.4,57,10.8,9.7,40,118.8,51.8,9.3,33.3,60.7,63.6,2014,64.8,Steve Donahue,Tony Bennett
2014,2/5/2014,A,0,1,Pittsburgh,Miami FL,"W, 59-55",59,61,9,0.147540984,18,54,0.333333333,19,26,0.730769231,20,NA,NA,400502837,conf,ACC,ACC,0.38037,0.827909,101.4,85.2,95.8,37,14.6,33.3,48.1,89.3,39.4,22.7,41.5,48.1,88.1,2014,54.8,Jamie Dixon,Jim Larranaga
2014,2/5/2014,A,0,0,Virginia Tech,Florida St.,"L, 70-50",50,61,11,0.180327869,21,61,0.344262295,3,9,0.333333333,17,NA,NA,400502838,conf,ACC,ACC,-7.73848,0.870805,92.5,102.4,81.9,38.5,18,37.2,14.8,114.6,53.3,16.4,22.2,54.3,23.7,2014,61.1,James Johnson,Leonard Hamilton
2014,2/4/2014,A,0,0,Maryland,North Carolina,"L, 75-63",63,72,16,0.222222222,22,56,0.392857143,13,20,0.65,29,NA,NA,400502833,conf,ACC,ACC,-8.9185,0.916483,96.1,94.8,86.9,44.6,22.1,21.6,35.7,103.4,54.9,19.3,31.4,72.5,53.8,2014,72.5,Mark Turgeon,Roy Williams
2014,2/4/2014,A,0,0,Georgia Tech,Clemson,"L, 45-41",41,56,15,0.267857143,16,46,0.347826087,7,11,0.636363636,17,NA,NA,400502834,conf,ACC,ACC,-0.110216,0.855984,83.8,75,72.4,37,26.5,30.3,23.9,79.5,34,24.7,35.1,40.4,78.1,2014,56.6,Brian Gregory,Brad Brownell
2014,2/4/2014,A,1,0,Wake Forest,Duke,"L, 83-63",63,62,19,0.306451613,19,39,0.487179487,22,32,0.6875,23,NA,NA,400502835,conf,ACC,ACC,-8.22556,0.958148,111.8,106.7,101.2,52.6,30.5,48,82.1,133.3,62.3,17.7,40.6,49.1,63.1,2014,62.3,Jeff Bzdelik,Mike Krzyzewski
2014,2/3/2014,A,0,0,Notre Dame,Syracuse,"L, 61-55",55,54,12,0.222222222,20,49,0.408163265,9,14,0.642857143,15,NA,NA,400502832,conf,ACC,ACC,-5.22938,0.937403,113.9,102.3,101.1,46.9,22.1,40.6,28.6,112.1,55.3,18.4,31,27.7,77.5,2014,54.4,Mike Brey,Jim Boeheim
2014,2/2/2014,A,0,1,Virginia,Pittsburgh,"W, 48-45",48,51,9,0.176470588,19,47,0.404255319,6,12,0.5,17,NA,NA,400502831,conf,ACC,ACC,-0.235,0.945323,103.4,78.6,93.5,44.7,17.5,35.5,25.5,87.6,36.2,15.6,35.3,40.4,95.9,2014,51.4,Tony Bennett,Jamie Dixon
2014,2/1/2014,A,0,1,Maryland,Virginia Tech,"W, 80-60",80,63,9,0.142857143,29,56,0.517857143,14,24,0.583333333,19,NA,NA,400502824,conf,ACC,ACC,7.10249,0.608391,131.8,101.7,126.8,58.9,14.3,43.8,42.9,95.1,40.7,12.7,31.4,50,95.2,2014,63.1,Mark Turgeon,James Johnson
2014,2/1/2014,A,0,0,Boston College,Notre Dame,"L, 76-73",73,62,8,0.129032258,23,47,0.489361702,20,24,0.833333333,14,NA,NA,400502825,conf,ACC,ACC,1.18937,0.773123,119.2,108.3,116.3,56.4,12.7,19.2,51.1,121.1,53.2,14.3,40.5,23.8,75,2014,55.8,Steve Donahue,Mike Brey
2014,2/1/2014,A,0,1,Georgia Tech,Wake Forest,"W, 79-70",79,74,19,0.256756757,26,53,0.490566038,21,26,0.807692308,24,NA,NA,400502826,conf,ACC,ACC,5.39016,0.717873,111.7,91.4,106.7,54.7,25.7,37,49.1,94.6,43.9,21.6,23.3,67.3,91,2014,74,Brian Gregory,Jeff Bzdelik
2014,2/1/2014,A,0,0,North Carolina St.,North Carolina,"L, 84-70",70,77,12,0.155844156,27,66,0.409090909,14,26,0.538461538,21,NA,NA,400502827,conf,ACC,ACC,-13.3388,0.916483,98.6,101.7,90.9,42.4,15.6,28.6,39.4,109.1,42.8,16.9,47.8,47.8,41.3,2014,77,Mark Gottfried,Roy Williams
2014,2/1/2014,A,0,1,Clemson,Florida St.,"W, 53-49",53,59,17,0.288135593,19,44,0.431818182,8,12,0.666666667,19,NA,NA,400502828,conf,ACC,ACC,1.63542,0.870805,96.7,76.8,89.7,51.1,28.8,27.6,27.3,82.9,35.1,18.6,24.2,42.6,93.4,2014,59.1,Brad Brownell,Leonard Hamilton
2014,2/1/2014,A,0,0,Duke,Syracuse,"L, 91-89",89,67,8,0.119402985,31,72,0.430555556,12,17,0.705882353,25,NA,NA,400502829,conf,ACC,ACC,-1.86185,0.937403,149.7,121.7,131.6,53.5,11.8,40.9,23.6,134.5,60.2,11.8,44.4,59.3,91.5,2014,60.1,Mike Krzyzewski,Jim Boeheim
2014,1/29/2014,A,0,1,North Carolina,Georgia Tech,"W, 78-65",78,69,6,0.086956522,28,63,0.444444444,17,23,0.739130435,22,NA,NA,400502819,conf,ACC,ACC,5.02059,0.770064,120.1,93.5,112.8,48.4,8.7,32.5,36.5,94,45.5,14.5,15.8,47.3,94.7,2014,69.1,Roy Williams,Brian Gregory
2014,1/29/2014,A,0,0,Virginia Tech,Boston College,"L, 76-52",52,60,12,0.2,18,53,0.339622642,12,21,0.571428571,12,NA,NA,400502820,conf,ACC,ACC,-12.6715,0.690599,84.7,112.1,86.3,37.7,19.9,35.9,39.6,126.1,57.4,11.6,33.3,33.3,3.8,2014,60.3,James Johnson,Steve Donahue
2014,1/29/2014,A,0,0,Florida St.,North Carolina St.,"L, 74-70",70,65,11,0.169230769,24,56,0.428571429,15,26,0.576923077,15,NA,NA,400502821,conf,ACC,ACC,-3.36179,0.851967,110.5,101.5,106.4,49.1,16.7,41,46.4,112.5,48.5,13.7,36.8,16.2,72.7,2014,65.8,Leonard Hamilton,Mark Gottfried
2014,1/29/2014,A,0,0,Miami FL,Maryland,"L, 74-71",71,62,14,0.225806452,22,44,0.5,18,28,0.642857143,15,NA,NA,400502822,conf,ACC,ACC,-2.57343,0.865759,126.3,112.9,113.2,60.2,22.3,28.6,63.6,118,66,15.9,15.4,26,78.3,2014,62.7,Jim Larranaga,Mark Turgeon
2014,1/29/2014,A,0,1,Syracuse,Wake Forest,"W, 67-57",67,64,9,0.140625,21,58,0.362068966,22,33,0.666666667,22,NA,NA,400502823,conf,ACC,ACC,3.76221,0.717873,106.3,86.3,103.1,38.8,13.9,42.2,56.9,87.7,36.8,12.3,20,56.6,91.7,2014,65,Jim Boeheim,Jeff Bzdelik
2014,1/28/2014,A,0,1,Virginia,Notre Dame,"W, 68-53",68,61,12,0.196721311,28,52,0.538461538,7,12,0.583333333,14,NA,NA,400502818,conf,ACC,ACC,13.599,0.773123,115,75.3,110.6,58.7,19.5,28.6,23.1,86.2,50,32.5,35.7,19.1,99.2,2014,61.5,Tony Bennett,Mike Brey
2014,1/27/2014,A,0,1,Duke,Pittsburgh,"W, 80-65",80,61,7,0.114754098,28,58,0.482758621,11,15,0.733333333,16,NA,NA,400502817,conf,ACC,ACC,1.88396,0.945323,140,97.2,129.5,59.5,11.3,33.3,25.9,105.2,46.1,16.2,27.8,47.1,98.5,2014,61.8,Mike Krzyzewski,Jamie Dixon
2014,1/26/2014,A,0,0,Georgia Tech,North Carolina St.,"L, 80-78",78,71,14,0.197183099,28,65,0.430769231,16,23,0.695652174,19,NA,NA,400502815,conf,ACC,ACC,1.5853,0.851967,115.7,99.6,109.5,47.7,19.7,45,35.4,112.3,57.5,14,27.3,33.3,84.9,2014,63.3,Brian Gregory,Mark Gottfried
2014,1/26/2014,A,0,0,Clemson,North Carolina,"L, 80-61",61,60,10,0.166666667,18,53,0.339622642,19,25,0.76,19,NA,NA,400502816,conf,ACC,ACC,-12.7806,0.916483,111,120.1,100.1,39.6,16.4,41,47.2,131.3,62.5,19.7,48.3,33.9,28.9,2014,61,Brad Brownell,Roy Williams
2014,1/25/2014,A,1,0,Florida St.,Duke,"L, 78-56",56,63,17,0.26984127,22,44,0.5,10,18,0.555555556,29,NA,NA,400502810,conf,ACC,ACC,-10.6143,0.958148,96.9,98.9,88.2,52.3,26.8,25.9,40.9,122.9,37.3,18.9,61.4,72.9,44.2,2014,63.5,Leonard Hamilton,Mike Krzyzewski
2014,1/25/2014,A,0,1,Syracuse,Miami FL,"W, 64-52",64,51,5,0.098039216,21,47,0.446808511,17,27,0.62962963,11,NA,NA,400502811,conf,ACC,ACC,6.04996,0.827909,133.7,96.7,125.4,50,9.8,42.4,57.4,101.9,48.9,9.8,16.7,23.9,97.7,2014,51,Jim Boeheim,Jim Larranaga
2014,1/25/2014,A,0,0,Notre Dame,Wake Forest,"L, 65-58",58,62,5,0.080645161,24,61,0.393442623,8,12,0.666666667,16,NA,NA,400502812,conf,ACC,ACC,-2.99663,0.717873,98.3,99.7,93,41,8,23.7,19.7,104.2,54.3,14.4,11.1,40.4,46,2014,62.4,Mike Brey,Jeff Bzdelik
2014,1/25/2014,A,0,0,Virginia Tech,Virginia,"L, 65-45",45,58,12,0.206896552,14,42,0.333333333,14,25,0.56,16,NA,NA,400502813,conf,ACC,ACC,-12.3452,0.959471,90.7,99.7,76.8,36.9,20.5,23.5,59.5,110.9,50,15.4,27.6,56.5,25.2,2014,58.6,James Johnson,Tony Bennett
2014,1/25/2014,A,0,1,Pittsburgh,Maryland,"W, 83-79",83,78,16,0.205128205,25,49,0.510204082,32,47,0.680851064,20,NA,NA,400502814,conf,ACC,ACC,4.21976,0.865759,120,95.2,106,52,20.4,31.2,95.9,100.9,51.9,21.7,18.2,55.6,93.5,2014,78.3,Jamie Dixon,Mark Turgeon
2014,1/22/2014,A,0,1,Wake Forest,Virginia Tech,"W, 83-77",83,63,9,0.142857143,30,56,0.535714286,14,20,0.7,23,NA,NA,400502808,conf,ACC,ACC,12.8631,0.608391,146.7,118.1,130.5,61.6,14.2,42.9,35.7,121.1,40.8,9.4,46.8,50.8,92.4,2014,63.6,Jeff Bzdelik,James Johnson
2014,1/22/2014,A,0,1,Duke,Miami FL,"W, 67-46",67,57,9,0.157894737,24,56,0.428571429,11,15,0.733333333,17,NA,NA,400502809,conf,ACC,ACC,9.43943,0.827909,122.8,77.8,116.8,50,15.7,44.1,26.8,80.2,37.5,19.2,25,33.3,99.5,2014,57.4,Mike Krzyzewski,Jim Larranaga
2014,1/21/2014,A,0,0,Clemson,Pittsburgh,"L, 76-43",43,59,14,0.237288136,16,50,0.32,7,14,0.5,11,NA,NA,400502805,conf,ACC,ACC,-14.1171,0.945323,87.2,109,72.8,36,23.7,31.6,28,128.6,64.6,16.9,30.4,37.5,7.1,2014,59.1,Brad Brownell,Jamie Dixon
2014,1/21/2014,A,0,0,Notre Dame,Florida St.,"L, 76-74",74,60,7,0.116666667,28,59,0.474576271,11,16,0.6875,14,NA,NA,400502806,conf,ACC,ACC,-4.82775,0.870805,129.1,117.3,121.5,53.4,11.5,37.5,27.1,124.8,66,16.4,26.1,26,75.1,2014,60.9,Mike Brey,Leonard Hamilton
2014,1/21/2014,A,0,1,Georgia Tech,Boston College,"W, 68-60",68,57,10,0.175438596,25,48,0.520833333,10,13,0.769230769,14,NA,NA,400502807,conf,ACC,ACC,9.45447,0.690599,117.2,90.4,117.9,60.4,17.3,30.4,27.1,104,48.1,6.9,13.8,25,95.2,2014,57.7,Brian Gregory,Steve Donahue
2014,1/20/2014,A,0,0,North Carolina,Virginia,"L, 76-61",61,62,11,0.177419355,26,63,0.412698413,5,12,0.416666667,21,NA,NA,400502803,conf,ACC,ACC,-7.03996,0.959471,117.8,108.4,98,44.4,17.7,41.5,19,122.1,55.6,12.9,38.9,53.7,72.3,2014,62.2,Roy Williams,Tony Bennett
2014,1/20/2014,A,0,0,Maryland,North Carolina St.,"L, 65-56",56,65,12,0.184615385,22,70,0.314285714,5,13,0.384615385,23,NA,NA,400502804,conf,ACC,ACC,0.52205,0.851967,93,85.1,85.1,36.4,18.2,41.5,18.6,98.8,44.7,12.2,26.3,38.6,73.6,2014,65.8,Mark Turgeon,Mark Gottfried
2014,1/19/2014,A,0,0,Virginia Tech,Notre Dame,"L, 70-63",63,64,17,0.265625,25,48,0.520833333,9,15,0.6,19,NA,NA,400502802,conf,ACC,ACC,-6.27667,0.773123,96.7,99.3,97.2,56.2,26.2,29.6,31.2,108,49.1,15.4,28.9,31,42.6,2014,64.8,James Johnson,Mike Brey
2014,1/18/2014,A,0,0,Florida St.,Virginia,"L, 78-66",66,66,18,0.272727273,21,46,0.456521739,18,22,0.818181818,21,NA,NA,400502796,conf,ACC,ACC,-14.1139,0.959471,112.5,110.1,99.7,52.2,27.2,29.6,47.8,117.8,55.5,13.6,28.1,41.8,56.4,2014,66.2,Leonard Hamilton,Tony Bennett
2014,1/18/2014,A,0,0,Boston College,North Carolina,"L, 82-71",71,70,18,0.257142857,21,48,0.4375,18,26,0.692307692,22,NA,NA,400502797,conf,ACC,ACC,-4.83962,0.916483,114.4,104.9,101,55.2,25.6,33.3,54.2,116.6,56.4,17.1,29,54.5,73,2014,70.3,Steve Donahue,Roy Williams
2014,1/18/2014,A,1,0,North Carolina St.,Duke,"L, 95-60",60,69,21,0.304347826,25,52,0.480769231,8,16,0.5,16,NA,NA,400502798,conf,ACC,ACC,-10.2959,0.958148,100.1,105.5,86,50,30.1,34.4,30.8,136.1,58.3,11.5,40,31.8,35.1,2014,69.8,Mark Gottfried,Mike Krzyzewski
2014,1/18/2014,A,0,1,Miami FL,Georgia Tech,"W, 56-42",56,55,11,0.2,20,43,0.465116279,13,19,0.684210526,17,NA,NA,400502799,conf,ACC,ACC,8.58664,0.770064,109.7,74,101.3,50,19.9,32,44.2,76,34.1,23.5,30.3,40.9,98.9,2014,55.3,Jim Larranaga,Brian Gregory
2014,1/18/2014,A,0,0,Pittsburgh,Syracuse,"L, 59-54",54,53,11,0.20754717,18,47,0.382978723,13,23,0.565217391,17,NA,NA,400502800,conf,ACC,ACC,-2.06917,0.937403,115.6,98.3,100.5,43.6,20.5,44.4,48.9,109.8,56.1,16.7,17.4,43.9,86.6,2014,53.7,Jamie Dixon,Jim Boeheim
2014,1/18/2014,A,0,0,Wake Forest,Clemson,"L, 61-53",53,56,10,0.178571429,21,58,0.362068966,7,10,0.7,18,NA,NA,400502801,conf,ACC,ACC,-1.70495,0.855984,108,101.2,93.2,39.7,17.6,36.8,17.2,107.3,50,15.8,28,48.8,67.8,2014,56.9,Jeff Bzdelik,Brad Brownell
2014,1/15/2014,A,0,0,Notre Dame,Maryland,"L, 74-66",66,65,17,0.261538462,24,50,0.48,11,20,0.55,22,NA,NA,400502792,conf,ACC,ACC,1.39453,0.865759,117.8,104.5,101.2,55,26.1,35.5,40,113.5,45.2,16.9,50,36.5,79.8,2014,65.2,Mike Brey,Mark Turgeon
2014,1/15/2014,A,0,1,Clemson,Virginia Tech,"W, 56-49",56,55,8,0.145454545,19,47,0.404255319,12,20,0.6,12,NA,NA,400502793,conf,ACC,ACC,1.4888,0.608391,106.4,94,101.7,46.8,14.5,30,42.6,89,46.9,16.3,27.3,29.2,80.6,2014,55.1,Brad Brownell,James Johnson
2014,1/15/2014,A,0,1,Florida St.,Miami FL,"W, 63-53",63,50,9,0.18,21,46,0.456521739,14,17,0.823529412,10,NA,NA,400502794,conf,ACC,ACC,1.46545,0.827909,129.9,102.5,124.8,53.3,17.8,48.1,37,105,43.2,7.9,38.5,10.2,93.9,2014,50.5,Leonard Hamilton,Jim Larranaga
2014,1/15/2014,A,0,0,North Carolina St.,Wake Forest,"L, 70-69",69,65,11,0.169230769,23,55,0.418181818,21,31,0.677419355,26,NA,NA,400502795,conf,ACC,ACC,0.675,0.717873,110.8,102.3,105.1,43.6,16.8,38.9,56.4,106.7,60,21.3,13,111.4,71.3,2014,65.6,Mark Gottfried,Jeff Bzdelik
2014,1/14/2014,A,0,1,Pittsburgh,Georgia Tech,"W, 81-74",81,69,14,0.202898551,29,51,0.568627451,21,31,0.677419355,21,NA,NA,400502791,conf,ACC,ACC,3.6075,0.770064,125,103.6,115.9,58.8,20,50,60.8,105.9,52.6,17.2,18.8,33.3,89.6,2014,69.9,Jamie Dixon,Brian Gregory
2014,1/13/2014,A,1,0,Virginia,Duke,"L, 69-65",65,61,8,0.131147541,21,55,0.381818182,19,26,0.730769231,17,NA,NA,400502789,conf,ACC,ACC,-7.12375,0.958148,110,94.7,105.8,41.8,13,36.1,47.3,112.3,55.1,16.3,27.6,40.8,84.8,2014,61.4,Tony Bennett,Mike Krzyzewski
2014,1/13/2014,A,0,1,Syracuse,Boston College,"W, 69-59",69,56,8,0.142857143,24,53,0.452830189,17,21,0.80952381,20,NA,NA,400502790,conf,ACC,ACC,1.77177,0.690599,115.2,97.6,122.9,49.1,14.2,45.2,39.6,105.1,63.2,28.5,33.3,76.5,87,2014,56.2,Jim Boeheim,Steve Donahue
2014,1/12/2014,A,0,0,Maryland,Florida St.,"L, 85-61",61,70,15,0.214285714,17,51,0.333333333,24,34,0.705882353,25,NA,NA,400502788,conf,ACC,ACC,-12.519,0.870805,95.4,109.6,86.5,36.3,21.3,31.6,66.7,120.5,64.8,19.8,26.7,42.6,16.9,2014,70.5,Mark Turgeon,Leonard Hamilton
2014,1/11/2014,A,0,0,North Carolina,Syracuse,"L, 57-45",45,59,14,0.237288136,20,51,0.392156863,3,9,0.333333333,14,NA,NA,400502782,conf,ACC,ACC,-8.32554,0.937403,85.2,86.8,75.4,41.2,23.5,29.4,17.6,95.5,38.3,16.8,40.5,25,44.6,2014,59.7,Roy Williams,Jim Boeheim
2014,1/11/2014,A,0,0,Notre Dame,Georgia Tech,"L, 74-69",69,70,8,0.114285714,28,70,0.4,7,9,0.777777778,18,NA,NA,400502783,conf,ACC,ACC,-6.44375,0.770064,103.8,104.6,98,44.3,11.4,30,12.9,105.1,48.4,15.6,31.7,31.7,47.8,2014,70.4,Mike Brey,Brian Gregory
